harari_latin,english,category,notes
asir,explanation and translation of Moslem religious texts,noun,religion
asir gay,higher religious education taken in the evening,noun,education
asir day,classmate,noun,education
asir,custom duties; taxes,noun,finance
asir nasa'a,levy dues,verb,finance
asira,name of month,noun,time
isara,sign; family name,noun,
assirarahti,spider,noun,animal
assirarahti gay,spider web,noun,
asurtayni,the third period of the biyag-season,noun,time/season
isis,butter,noun,food
firsis,fresh butter used mainly for medical purposes,noun,food/medical
muqisis,butter that is processed and kept for cooking purposes,noun,food
fay isis,tail of sheep prepared for drinking as medicine,noun,food/medical
isis hufay,sediment after butter has been melted,noun,food
isis,very bad!,interjection,with pitch
asita,young grain,noun,agriculture
assat,slow,adjective,
assat-be,slowly,adverb,
assat baya,be slow,verb,
ussato,game consisting in breaking gourds,noun,game
atta,this (fem.),pronoun,demonstrative
-it,only,suffix,
attabar,quarrel,noun,
atta,contribute,verb,
mattaga,party organized with contributed money,noun,
arafa mattaga,contribution in money by the boys and girls,noun,festival
atfir,courage!,interjection,lit. do not fear!
atahara,delay; postpone; stay behind; to last; be last; be late,verb,
atahari,last; at last; at the end; later; after; afterwards,adverb,time
atahari-x,so then,adverb,
atahari asri,time in the afternoon between four and six,noun,time
atila,lees (mainly of beer),noun,drink
utalla,game consisting of high jumps,noun,game
attalay,cheater,noun,
atannakos,ball of rubber; game of ball,noun,game
atiqa,set free,verb,from Arabic
atar,kind of beans,noun,food
atawaq,chicken,noun,animal/food
horma atawaq,cock,noun,animal
anasti atawaq,hen,noun,animal
harsi atawaq,wild hen; partridge (lit. hen of the field),noun,animal
lazom atawaq,cock who crows and wakes up people,noun,animal
atawaga,inform,verb,
attawaga,inform,verb,variant
tatawaga,be known,verb,
attay,place; part; group; space,noun,
attay-le,instead,adverb,
ahad attay-be,somewhere; together,adverb,
kull attay-be,everywhere,adverb,
qitte attay-be,everywhere,adverb,
attay-zo-nta,he deserves it (lit. it is his place),phrase,
attay zibayada,who is of age; mature (lit. who reached the place),adjective,
attay duq baya,reach the destination; reach the climax,verb,
zalatlay-zow zinaddlo,talkative (lit. who made a hole outside of the appropriate place),adjective,
at,bone,noun,body part
guy at,bone of the thigh,noun,body part
hindirti at,ankle (lit. bone of the spindle),noun,body part
falfal at,clavicle (lit. the suspended bone),noun,body part
atti,self,noun,
atti-zo,he himself,pronoun,
atti batti,one another; by themselves,pronoun,
atub,strange,adjective,
atabitina,finger,noun,body part
gidir atabitina,big toe,noun,body part
nabi atabitina,little finger,noun,body part
atlas,kind of woman's black dress made of silk worn over the ordinary dress,noun,clothing
atina,fumigate,verb,
atan,incense,noun,religion
atan muday,basket for incense,noun,
atan hil,plant serving as medicine,noun,plant/medical
atir,scent; perfume,noun,
atir qaba'a,put on scent,verb,
atir asa,put on scent,verb,
aw,or,conjunction,
aw-inu-m,or; or else; but also,conjunction,
aw,father; proprietor,noun,kinship
awa ay,parents (lit. father and mother),noun,kinship
awa ay zilala,orphan (lit. who has no parents),noun,kinship
waldate aw,husband (lit. father of my children),noun,kinship
dalaga aw,boss (lit. the proprietor of the job),noun,
aw waldi,stepbrother (lit. son of father from different mother),noun,kinship
awat,holy shrine; elderly people (lit. fathers),noun,religion
aw hagi,husband (lit. father pilgrim),noun,kinship
aw xatib,preacher,noun,religion
aw umcay,vulture,noun,animal
aw baya,shout; scream,verb,
aw aw aitasa,chatter; shout at one another,verb,
aw,loud voice,noun,
awti,shout (noun),noun,
awwa,the first period of the zirat-season,noun,time/season
-ow,oh! (used with masculine after consonant),interjection,
-yow,oh! (used with masculine after vowel),interjection,
-ew,oh! (used with feminine),interjection,
-yew,oh! (used with feminine after vowel),interjection,
awat,elderly people; saint; holy shrine (lit. fathers),noun,religion
awat hara,visit the holy shrine,verb,religion
awat anatafo,the shrine is made ready for the visit of the people,verb,religion
awfi,mercy,noun,
awfi asa,forgive; pardon,verb,
away,proclamation,noun,from Amharic
iwag,crooked,adjective,from Arabic
awal,kind of game played by girls,noun,game
awhakos,ball of cloth,noun,game
awwal,former; formerly,adjective/adverb,from Arabic
awwal-be,formerly,adverb,
awwalani,ancient,adjective,
awala,guard; protect,verb,
awalada,kitchen,noun,household
awliya',saint; holy,noun,religion; from Arabic
awinum,or; or else; but also,conjunction,
atawaga,inform,verb,
attawaga,inform,verb,
awti,shout (noun),noun,
awtobis,autobus,noun,vehicle
ay,mother,noun,kinship
ya,mother (in address),noun,kinship
awa ay,parents (lit. father and mother),noun,kinship
ay waldi,stepbrother (lit. son of mother from different father),noun,kinship
waldate ay,wife (lit. the mother of my children),noun,kinship
ay hagiya,wife (expression used by friends; lit. mother pilgrim),noun,kinship
ayat,women,noun,
ayzo zalidta-kut-be,naked (lit. the state in which his mother bore him),adjective,
awa ay zalala,orphan (lit. who has no parents),noun,kinship
ay,which?,pronoun,interrogative
ay qassi,how much? (in quantity),pronoun,interrogative
aya,Koranic verse,noun,religion
aybi,defect,noun,from Arabic
aydban,fragrant plant,noun,plant
ayde,where?,adverb,interrogative
ayde-be,where?; whence?; from where?,adverb,interrogative
ayku(t),how?,adverb,interrogative
ayku(t)-be,how?,adverb,interrogative
ayhuzis,indeed; certainly,adverb,
ayam,day (twenty-four hours),noun,time
ayam asa,fix a day,verb,
alhad yam,Sunday,noun,day of week
ayam-be,daily,adverb,time
ayyana,best time of life,noun,
ayyanam,lucky,adjective,
ayna,kind; quality; -like,noun/suffix,
warig ayna,green-like,adjective,
budi ayna,dog-like,adjective,
bagih ayna,various,adjective,
aynab,grape,noun,food/fruit
aynab lafu,vine (lit. tree of grape),noun,plant
ayror,brown,adjective,color
ayzugadu,fox; jackal,noun,animal
azzo,he; that,pronoun,demonstrative
azze,she; that,pronoun,demonstrative
azzo-de,there,adverb,location
azzo-kut,thus (lit. like that),adverb,
azzo-kut-zo-zom,so also; likewise,adverb,
azzo-kus-so,so also; likewise,adverb,
azi' asa,annoy,verb,
azab,Hell,noun,religion
azli asa,depose; destitute; remove from office,verb,
azna,quarter of a loaf of bread,noun,food
azni,permission,noun,
azni asa,permit; allow,verb,
azin,the call to the prayer,noun,religion
azan asa,call to the prayer,verb,religion
mwazzin,the caller to the prayer,noun,religion
uzun,ear; handle,noun,body part
uzun bilbila,earring,noun,jewelry
uzun zalala,deaf (lit. who has no ear),adjective,
in uzun zilala,troublesome because of overconfidence (lit. who has no eyes nor ears),adjective,
uzun-zo-be issa arida,who pretends not to hear (lit. he placed fat into his ear),phrase,
izar,paternal uncle,noun,kinship
izar uxunlazax,nephew (lit. the one whose uncle I am),noun,kinship
izar uxunlazix,niece (lit. the one whose uncle I am),noun,kinship
azziyu,he (polite form when speaking of someone),pronoun,politeness
azziyat,those (adj.); they,pronoun,
-be,with; from; by; of; in; on; at; than; rather than,preposition,
ba'a,enter; go in; interfere; mediate; set (sun),verb,
ba'a lew,he understands (lit. it enters to him),phrase,
ir mabo'a,sunset,noun,time
iy hiltobir?,west (lit. where the sun sets),noun,direction
iy kittaba',west (lit. where the sun sets),noun,direction
ba'id,rare,adjective,from Arabic
ba'ara,ox; bull,noun,animal
ba'ur,deep,adjective,
bir,deep,adjective,variant
ba'ara,become deep,verb,
aba'ara,make deep,verb,causative
ba'aw,rich; wealthy,adjective,
baw,rich; wealthy,adjective,variant
bab,grandfather,noun,kinship
baba,grandfather (in address),noun,kinship
zi-bab bab,great-grandfather (lit. grandfather of grandfather),noun,kinship
bablin,kind of a cloth,noun,clothing; from French popeline
babur,train,noun,vehicle
buci,dog,noun,animal
budi waldi,puppy (lit. child of dog),noun,animal
darga budi,wolf,noun,animal
bicco,kind of bird,noun,animal
bad,country; land,noun,geography
bad-zo usu',native (lit. a man of the country),noun,
zilbad,strange country (lit. which is not the country),noun,geography
badda,highland,noun,geography
badu,rump (of animal),noun,body part/animal
buda,man who has the power of casting the evil eye,noun,supernatural
bida'a,merchandise,noun,commerce; from Arabic
atbadaha,mix two liquids in two different cups,verb,
badal,a group of boys who are friends of a group of girls,noun,social
badini,man's coat,noun,clothing
badri,kind of woman's black dress worn over the ordinary dress,noun,clothing
badawi,countryman; rustic,noun,from Arabic
badwi,countryman; rustic,noun,variant
badiya,countryside,noun,geography
buf baya,be blown up; sulk,verb,
bufa,bellows,noun,tool
bufa asa,fan the fire with bellows,verb,
bufhau,bladder; piece of broken gourd made into circular or rectangular shape,noun,
bag baya,rise abruptly (flame); flare up,verb,
bag asa,keep awake all night,verb,
isat bag asa,keep up the fire; revive the fire,verb,
bug baya,ferment,verb,
bagbag baya,rise abruptly (fire); be bright (color); be dazzling (color),verb,
baga,syphilis,noun,medical
bagih,much; many; abundant,adjective,quantity
bagih gir,often,adverb,
bagih ayna,various,adjective,
sinan bagih,talkative,adjective,
-bah,with; together with,postposition,
buh baya,flow,verb,
buhfait,bladder,noun,body part
bahar,sea; abroad; overseas,noun,geography
bahar zaf,eucalyptus,noun,plant
bahar,after; since,preposition,time
bahar-la,after; since,preposition,time
gis le,after tomorrow,adverb,time
salat bahar,afternoon,noun,time
abahara,stop struggling (cattle) after it is slaughtered,verb,
baharo,kind of onion,noun,food/vegetable
bahsi asa,investigate,verb,from Arabic
baka,cry; weep,verb,emotion
bakit,mourning,noun,
buxsumat,bread of millet,noun,food
baxil,avaricious; miser; parsimonious,adjective,from Arabic
baxri,the unit between two joints (in a finger; sugar cane; etc.),noun,
buxra,field that is not accessible for irrigation,noun,agriculture
baxata,die without being slaughtered; rot,verb,
baxti,carrion,noun,
balla,blind,adjective,used as abuse
balli,feather,noun,animal
bala,where is he?,phrase,interrogative
abala,where is he?,phrase,interrogative
boli,moth that eats cloth,noun,animal/insect
-bila,without; except; unless,preposition,from Arabic
bila'a,eat; earn money; itch (intr.),verb,
abila'a,feed,verb,causative
tabala'a,have the habit of biting,verb,
mila',food,noun,food
bilbila,earring,noun,jewelry; in uzun bilbila
is-balbalat,different; separate,adjective,
balabat,noble,noun,from Amharic
baladu,wedding feast; wedding festivities; feast,noun,celebration
balattu,wedding feast; wedding festivities; feast,noun,variant
gé balattu,the period of two to three months preceding Ramadan,noun,time/celebration
bilig bilic baya,scintillate,verb,
balda,the second period of the gay-season,noun,time/season
balage,rude; ill-mannered,adjective,from Amharic
balagara,adversary,noun,
balaga,be adolescent; be of age of puberty,verb,
bulug,adolescent,noun,
nidi bulug,who is in the first stage of adolescence,noun,
balaxa,be of age of puberty; be adolescent,verb,from Arabic
balix,adult; of age of puberty,adjective,
balaha,be sharp,verb,
abaliha,sharpen the edge,verb,causative
bilax,sharp; clever,adjective,
bilha,sharpness,noun,
malah,whetstone,noun,tool
