harari_latin,english,category,notes
alge,kind of cactus,noun,plant; from Galla
algifra,the third period of the zirat-season,noun,time/season
alhad,Sunday,noun,day of week; from Arabic
alhad moy,Sunday,noun,day of week
alhad yam,Sunday,noun,day of week
ilila,watch tower set up in the field to keep animals from eating the grain,noun,structure; from Cushitic
alell baya,utter the olsll-shout of joy,verb,
ulullu,flute,noun,musical instrument
alim,learned; erudite,adjective,from Arabic
alum,there is not,verb,negative existence
illima,trap,noun,from Galla
ilmo,small of living being (child; goat),noun,young creature; from Cushitic
ulanula,leech in water,noun,animal; from Cushitic
alqi,who does not know,adjective,
alta,he is not,verb,negative copula
alta gir(um),or else; if it is not,conjunction,
alta-num,or,conjunction,
zalta,outside of; except,preposition,
alay altd-wa hisabwm,not only the others but even,phrase,
ilawa,until; till,preposition,
ilawa-imperfect-géssi,until (conjunction),conjunction,
illawa,except that; unless,conjunction,from Arabic
alawada,kitchen,noun,room; from Cushitic
alay,other; another,adjective,
alay uswum,anyone else,pronoun,
alay-zo,the other one,pronoun,
alay inta,except this,phrase,
imma,or,conjunction,from Arabic
imma... imma,either... or,conjunction,
imman... walanin,either... or,conjunction,
umma,grandmother,noun,family relationship
zi-umma umma,great-grandmother,noun,family relationship
amba,person for whom one cares,noun,from Galla ambo (ally)
amba,mango,noun,fruit; from Arabic/Indian origin
imbi,ahead of time,adverb,in imbizitiat
amdi,intention,noun,from Arabic
amdi-be,intentionally,adverb,
émiida,tell; inform,verb,
amil,character; habit,noun,
hala amd,character; behavior,noun,
amile,bar of salt,noun,trade item
imalmana,excess; too much,adjective,
imam,prayer leader,noun,religious; from Arabic
imameat,turban,noun,clothing; from Arabic
amiina,believe,verb,Semitic root *mn
imdan,faith,noun,religious
yitamanzal,loyal,adjective,lit. who is trusted
amin,peace; well-being; well; good; in good health; goodbye!,noun/interjection,from Arabic aman
aman-be,well; correctly; in peace; safely,adverb,
amam-be,well; correctly; in peace; safely,adverb,
aman aman,important,adjective,
aman baya,take leave,verb,
aman hadérzu,good morning!,interjection,lit. did you spend the night well?
aman-be hidér,good night!,interjection,lit. spend the night well
amna,custody,noun,from Arabic
amina arida,put in custody,verb,
Amin,honest,adjective,from Arabic
Ammin,Amen!,interjection,religious
amna,last year,noun,time
amdra,bird of prey,noun,animal
ginayiz amdra,bird of prey,noun,lit. bird of corpses
amir,sovereign; king,noun,from Arabic (prince)
amir gar,palace; royal family,noun,
amir nédiba,the seat to the right of the entrance,noun,
amir niédéba fagét,the niche above the amir niddba,noun,
amir sikha,Harari money,noun,lit. money of the sovereign
amri,matter; thing; order,noun,from Arabic
amri agantina,obey orders,verb,
éméra,order; command (v.),verb,
temiiva,obey,verb,
alté?émiiva,disobey,verb,from negative al- and téméra
miitémiir,obedience,noun,
uméir,vulture,noun,in aw uméir; lit. father Omar
umri,age; life,noun,from Arabic
amsil,like,preposition,
émis,harvest,noun,
amis aa,reap,verb,
amit,year,noun,time
ogi amdt,this year,phrase,
yi amdt,this year,phrase,
ahiy amdt,next year,phrase,
amit amiit-be,every year,adverb,
huluf z@ya amét,last year,phrase,
yadig amat,next year,phrase,
sdysdimdt,the year before last,noun,lit. the third year ago
amta girux,or else,conjunction,
amita,mourning; lamentation,noun,
amiita aa,mourn; lament,verb,
amiita zalba,mourner,noun,lit. who has the mourning
ummit,community,noun,from Arabic
imtihan aa,examine,verb,from Arabic
an,I,pronoun,
nuziri'ti,game of hide and seek played by boys and girls,noun,game
anna,paternal aunt,noun,family relationship
in,eye; spring; center,noun,body part
in¢igdy,eyelash,noun,body part; lit. hair of eye
in nay,pupil of the eye,noun,body part; lit. light of eye
gidra in-be hea,look at one with respect; revere,verb,lit. look with the eye of respect
in qabiita,be blind,verb,lit. miss the eye
in xiléla,blind,adjective,lit. who has no eye
in birbir bayti,twinkle; blink,verb,
in galaba hafit,a very short time,noun,lit. the closing and the opening of the eye
ina uaun zéléla,troublesome,adjective,lit. who has no eyes nor ears
in digdiv-zo ziSsliida,rude,adjective,lit. who shaved his eyelashes
in-be zivia,eyewitness,noun,lit. who saw with the eye
in giiléb aSa,overlook,verb,
in wafa'a,gush out (spring),verb,
in ééha,cast eyes,verb,
in alfa,non-eatable mushroom,noun,lit. that what extinguishes the sight of the eye
in zdvaréina xana,hesitate in choosing,verb,
inné,no! (refusal),interjection,
anné,no! (refusal),interjection,
anne baya,refuse,verb,
ona,abandoned house,noun,building
din,stone,noun,material
sdbah tin,flint,noun,lit. fat stone
gidir din,rock,noun,lit. big stone
tiri din,black stone which is hard,noun,
afdiga din,fireplace stone,noun,
qdbri din,stones used for the grave,noun,
hdrsi din,cruel,adjective,lit. stomach like a stone
hax din,kind of light white stone,noun,
din lax,messenger who does not come back or deliver his message,noun,lit. messenger of stone
din-be addilaha,throw stones repeatedly at someone,verb,
ennaé,we,pronoun,
ingi,wood,noun,material
darbi ingi,pieces of wood used as frame for the wall and as support of the roof,noun,building material
ingi-wa qujti,medicinal herbs,noun,medicine
indi lahit,thin bark of tree,noun,plant part
hurdingi,kind of spice giving a yellowish color to the soup,noun,spice; lit. yellow wood
wantif ingi,board of wood above the upper doorframe,noun,building part
gadu ingi,log used to cover the granary,noun,building material
indé,woman,noun,person
indod,kind of tree the seeds of which are used for washing fine cloth,noun,plant
anddlala,make round,verb,
téndélila,be round,verb,
dulalu,round,adjective,
andaiind méngad,main street of Harar,noun,place
innéfattal,hermaphrodite,noun,
enfit,nasal mucus,noun,body product
anfit aSa,blow the nose,verb,lit. take out the nasal mucus
unguday,mushroom,noun,food/plant
angiifa,first-born child,noun,family; from Galla
angdlila,separate the finely ground grain from the coarsely ground grain with a circular movement of the basket,verb,food preparation
ingir,foot,noun,body part
ingir-be méhata,kick,verb,lit. hit with foot
ingir gé alli,relatives on the mother's side,noun,family; lit. relatives of the side of the foot
angat,neck,noun,body part
angit aqanéna,be proud,verb,lit. erect the neck
angét mihawa,necklace,noun,jewelry; lit. objects of the neck
angit-be laay hasiwa,insincere and superficial conversation,noun,lit. conversation above the neck
anko,monkey,noun,animal; from Galla
ankdbal,cover of the griddle,noun,kitchen utensil; from Galla
unqa,roasted grain,noun,food; from Galla
anqir,stomach,noun,body part
angorara,wait,verb,
anqurarahti,frog,noun,animal
engerti,goitre,noun,disease
andsa,be little; be less; decrease,verb,
andsa giy,at least,adverb,
ydndsmam,at least; even a little,adverb,
insi,human,noun,from Arabic
anasti,female (of animals),noun,animal; gender
anasti fardz,mare,noun,animal
enasti daw,she-goat,noun,animal
anasti gamdla,she-camel,noun,animal
in-ta,he is,verb,copula
dnit,kind of red ant,noun,insect
antéta,cause pain,verb,
innawa ... be,as a result of; because of,preposition,
inndwa filndt-zo-be,as a result of the quiet,phrase,
indy,respectable lady; matron,noun,person
havas indy,midwife,noun,lit. the lady attendant of the woman in childbed
guruz indy,woman hairdresser for girls,noun,profession
indy gabdta,special food sent by the bride's mother to the bride on the third day of the wedding,noun,wedding custom
léifu indy,log,noun,lit. the matron of the tree
indyaé,the women closely related to the prophet (wives; daughters),noun,religious
anzAxo,obstinate,adjective,lit. I who said it
Anuziriti,game of hide and seek played by boys and girls,noun,game
Alia,make,verb,
atifia,we,pronoun,
afiinaé,we,pronoun,plural morpheme
Aga,know,verb,
aqa-b-,be skillful in something,verb,
atéwiga,inform,verb,
téta@wiga,be known,verb,passive
fiquinéx,I don't know,phrase,
ruh méga,consciousness,noun,lit. knowing of the soul
agi,wise; mature,adjective,
igot,knowledge; intention,noun,
aliqot,inexperience,noun,from negative al-
alaginiit,ignorance,noun,
alagi,who does not know; ignorant,adjective,
yiigzal,intelligent,adjective,
Aqiba,result,noun,from Arabic
iqab,punishment,noun,from Arabic
aqiiba,wait; expect,verb,
aqid,front; forward; chief; head,noun,
agid-be,in front of,preposition,
éqad-le,in front of,preposition,
éqad aSa,appoint a chief,verb,
kil égad,in the future; to the front,adverb,
aqid dagét,niche opposite the door,noun,architecture
aqid sin,front tooth,noun,body part
gay aqdd,the front room,noun,room
baqad,ago,adverb,
baqad-le,before; ago,preposition,
baqad-be,formerly,adverb,
eqddan éqid,face to face,adverb,
aquh,egg,noun,food
aqli,intelligence,noun,from Arabic
aqil,wise; intelligent,adjective,from Arabic
aqlél,well prepared sauce,noun,food
aqira,wrap up; make a bundle (of gat),verb,
agara,bundle of gat trimmed and packed in a green leaf,noun,
aqti,leech,noun,animal
igdt,knowledge; experience; intention,noun,
igdt-be,intentionally,adverb,
aliqot,inexperience,noun,from negative al-
aquyya,kind of plant the seed of which yields oil for purgative,noun,plant; medicine
ar,shame,noun,from Arabic
ari,the reverse side; opposite; bad things,noun,
ir,sun,noun,celestial body
ir bO-t,the sun set,phrase,
ir mabéa,sunset,noun,time
ir wafatti,the sun rose,phrase,
ir haltité,east,noun,direction; lit. where the sun goes out
ir hottag,east,noun,direction
ir kittabi?,west,noun,direction; lit. where the sun sets
ir kiltabii?,west,noun,direction
law ir,the sun of the time of the greatest heat,noun,
ir birbir,late in the afternoon,noun,time; lit. the fluttering of the sun
ir birbirti,late in the afternoon,noun,time
ir sdwérway,burning sun,noun,
ir Sahan,ray,noun,
dr,in good health; better; right side (of cloth or anything else),adjective,
dr-kut(be),very; very much,adverb,
ur baya,jump in long jumps,verb,
dri,wild animal; beast; unsociable,noun,animal
arab,Arab; foreign; imported; special; strange,adjective/noun,
ardb axi,maize,noun,food
arab birbiri,kind of small pepper,noun,food/spice
ardb mitz,papaya,noun,fruit
ardb isat,strong fire,noun,
arab Sama,imported candle,noun,
arab uxat,kind of fine pancake,noun,food
ardbi,Arabic,adjective,language
arba'a,Wednesday,noun,day of week; from Arabic
arba'in,forty,number,from Arabic
arbin,forty,number,from Arabic
arbiin,deposit of money,noun,from Arabic
arbaiiaat,patriotism,noun,from Amharic
ardbit,beautiful young girl,noun,feminine of arab
araé,anger,noun,emotion
Arada,deposit (v.); place; put down; lower; purge,verb,
ahad-hit fod arada,put aside,verb,
usun-z-be kassa arada,pretend not to hear,phrase,lit. put fat in ear
morag,place where one puts something,noun,
ardawig,disciple,noun,from arda (school) and wig (child)
ariifa,the religious feast of arafa,noun,religious
arifa aa,celebrate the arifa,verb,religious
arafa wahri,name of month,noun,calendar
irgisa siita,lend an object,verb,from Cushitic
argatta,Galla of Harar; uncivilized,noun,ethnic term
argiini,kind of crocodile,noun,animal
orkab,stirrup,noun,horse equipment; from Arabic
orkut,very well; quite; very much; very,adverb,
arkut-be,very well; quite; very much; very,adverb,
arkut-um,especially,adverb,
arkut-zom,especially,adverb,
armalla,widow; divorced,noun,from Arabic
armallit,widow; divorced,noun,feminine
armalla waldi,a child who does not have a good upbringing,noun,lit. boy of a widow
ardge,liquor,noun,drink; from Arabic
ardge gar,liquor house,noun,place
ardge dukkan,liquor house,noun,place
orisa-be,hurriedly,adverb,from Galla
