harari_latin,english,category,notes
tabisa,fry meat; cauterize,verb,
atbitba,seed just came out of the ground; first leaf came out after the tree has been pruned,verb,
tabtab baya,be prepared; be ready,verb phrase,
tobtab,thin round belt of cloth inside the trousers,noun,
tabiya,station,noun,from Arabic tabiya (fort)
tafa,be satiated; be satisfied; be arrogant,verb,
tufa,satiation; arrogance,noun,
tufatira,arrogant,adjective,
tafi,kind of millet,noun,food
tafaa,be extinguished (fire); be spoiled morally,verb,
atafaa,spoil; extinguish,verb,
in affa,non-eatable mushroom,noun,lit. that which extinguishes the eye
tifir,claw; fingernail; money (in slang),noun,body part
tifir galala,cut the fingernails,verb phrase,
tifir gallala,scorpion,noun,lit. that which cuts the fingernails
tafit,slap,noun,
tafit-be mahata,slap,verb phrase,lit. hit with a slap
tuffuf,flat bread made of any kind of flour,noun,food; from Galla
tafiyat,armband,noun,from Arabic (Aden) tafyat
tagg,mead,noun,drink
toga,calf,noun,animal
taha,milt,noun,body part
tahana,be fine (flour); be clever,verb,
atahana,grind finely; crush and powder,verb,
tihin,clever; precocious (child),adjective,lit. ground
atahara,clean,verb,
tahir,pure; clean; neat,adjective,from Arabic tahir
tahir kalim,prayer mat,noun phrase,lit. pure mat
zimbi tahir,a person who tries to be always clean in an exaggerated way,noun phrase,lit. clean flea
tahtah,playing cards,noun,onomatopoetic
til baya,be quiet (nature); be soundless,verb phrase,
tilnat,quiet,noun,
tilla,innocence,noun,from talala
till,hawk,noun,bird
tilli taqat,the niche above the aqad taqat,noun phrase,lit. nook of the hawk
tilaa,hate; dislike,verb,
tilot,dislike; hate,noun,
tulw,wound,noun,
tulw attasa,wound,verb,
tulw qarfit,scab,noun phrase,lit. peel of wound
talab,lukewarm (liquids); tepid,adjective,
tald baya,be lukewarm,verb phrase,
tala asa,heat slightly,verb phrase,
tilafa,snatch away; rob; carry off a woman to marry her by force; rope an animal and make it fall,verb,
tajalafa,lay hold of something fast,verb,
talfa,embroider,verb,
tilfi,embroidery,noun,
tolaga,wither,verb,
talhaya,paper,noun,from Arabic talhiya
tildla,be filtered; pure,verb,
atildla,filter; strain,verb,
maftay,filter,noun,
talila,filtered; limpid; pure; innocent; simpleton; mild of disposition,adjective,
qalbi talila,pure-hearted,adjective phrase,
tilla,innocence,noun,
talla,wind; wind up; wrap; roll up; twist,verb,
tafalala,coil up; curl up; cover oneself with cloth,verb,
tullul asa,wind; wind up; wrap; roll up; twist,verb phrase,
tilaq,divorce,noun,from Arabic tilaq
talaqa,plunge something into something; dip,verb,
tulug baya,plunge into; interfere; penetrate,verb phrase,
fullug bay,meddlesome,adjective,
tuluq asa,dip,verb phrase,
tallaqa asa,plunge,verb phrase,
tulug tulug,meal in which the bread and sauce are presented by themselves the bread being dipped into the sauce,noun phrase,food
das-be tulug,kind of sweet dish,noun phrase,lit. dipped in honey
talga,depth; pain,noun,
tatalaqa,be mad,verb,
tulug,mad,adjective,
talas,good manners,noun,
talas qalil,ill-mannered,adjective phrase,
tatlalasa,show manners,verb,
tilat,dislike; hate,noun,
taltal baya,dangle,verb phrase,intransitive
taltal asa,make dangle; swing; hang; suspend,verb phrase,
atlitala,suspend; hang in the air,verb,
taltal,suspended,adjective,
taltal af,clavicle,noun phrase,lit. the suspended bone
tama,taste good; be tasty; have flavor; taste,verb,
tama,taste good; be tasty; have flavor; taste,verb,variant spelling
timama,taste again and again,verb,
mitmeal,sweet,adjective,
tima,taste; pleasure,noun,
tami,greediness,noun,from Arabic tama
timbib,gnat,noun,insect
tamada,lay the yoke,verb,
tatamadu,be opposed to one another,verb,
tindi,pair of oxen; pair,noun,
tumur,Somali,noun,ethnic term
tumur sin,wisdom tooth,noun phrase,lit. the tooth of the Somali
tamasa,lose,verb,
atamasa,lose,verb,
tatamasa,go astray; be lost; disappear; escape the memory,verb,
altamasa,snatch away,verb,
atmamaita,provide livelihood,verb,
tumtum,armband on the upper part of arm,noun,
tan,quintal,noun,
tana,load,verb,
titnaba,listen attentively,verb,
tonnasso,a little bit,adverb,from Cushitic
tunsus,wedding dances and songs performed beginning the third evening that precedes the wedding ceremonies,noun,
tunsus tafeqara,participate in the tunsus ceremonies,verb phrase,
tinti,early times,noun,from Ethiopic root wtn (begin)
tinatana,spin; wind on a spool,verb,
tennayyo,small; few; a little,adjective,from Galla
tonna,exceed; excel; be excellent,verb,
ton,intensity,noun,
tonnam,excellent; good; fair; main,adjective,
tonnamnaat,good quality; excellence,noun,
taq,waste accumulated in the stomach,noun,
taqa,roll (of cloth),noun,from Arabic (Aden) taqa
tiqar,soot,noun,
taqasa,wink; nod; beckon; make allusion,verb,
toqasa,beg; implore; request; ask for the hand,verb,
teqqasso,small; little; few; a little bit; a little while,adjective,from Galla
taqat,niche,noun,from Persian via Arabic
eqad taqat,niche opposite the door,noun phrase,
tilli taqat,niche above the eqad taqat,noun phrase,
amir naddiba taqat,niche above the amir naddiba,noun phrase,
gabti ahay taqat,niche to the left of the door,noun phrase,
tar asa,split hard objects; tear (cloth),verb phrase,
tar,a split; a tear,noun,
tar baya,digest,verb phrase,from Galla
tirra,thirst,noun,
tiri,raw,adjective,
tori ain,black stone which is hard,noun phrase,lit. raw stone
torisif,fresh butter used for medical purposes,adjective phrase,
tora,carry; provide for; support,verb,
atawara,make things alternate in quality and quantity so as to create a balance,verb,
hati-be tora,carry on the back,verb phrase,
mammar ty asa,carry on the shoulders,verb phrase,
hafqa-be tora,carry on the hips,verb phrase,
tor,he who carries,noun,
asay tor-ti,mourn,verb phrase,lit. she carried the mourning
barti tor,who carries a stick,noun phrase,
tawwaro,burden,noun,
tarab,dew,noun,from Cushitic
traf,limit; edge; corner; tip,noun,from Arabic taraf
-traf,along,suffix,
tarfi,the fourth period of the hirmi-season,noun,from Arabic at-tarf
taraga,sweep,verb,
matrag,broom,noun,
tarraha,mention the name of somebody; vocalize the consonants,verb,
raga tarraha,call a witness,verb phrase,
turumba,trumpet,noun,from Italian tromba
atramata,provide livelihood,verb,variant with inserted r
taran,bad odor,noun,
targom baya,be silent; be quiet,verb phrase,expression used mainly by women
tarara,be thirsty,verb,
tirra,thirst,noun,
atarasa,make the teeth feel acid or sour; know things in detail,verb,
tirsi,molar tooth,noun,body part; from Arabic dirs
tirassu,salt,noun,composed of tiri (raw) and assu
torisiq,fresh butter used mainly for medical purposes,noun,
tasa,large can of tin,noun,from Arabic/Persian
tasa mahata,be bankrupt,verb phrase,lit. hit the tin
tasa,remain forever; live long,verb,
tosai,kind of plant,noun,from Galla
tit,a little; a small quantity; small,adjective,
tit gay,small house adjacent to the main house,noun phrase,
tit naddiba,raised seat lower than the gidiy naddiba,noun phrase,lit. the small naddba
tit habiy,assistant teacher,noun phrase,lit. small teacher
titit,small (many objects),adjective,
tit tit-le,little by little,adverb phrase,
tita,ill-treatment,noun,from Galla
tita asa,ill-treat; oppress,verb phrase,
tot,breast; bosom; udder,noun,body part
tot af,nipple,noun phrase,lit. edge of breast
tit,cotton,noun,from Arabic tut
tottab,thin round belt of cloth inside the trousers,noun,derived from tabtab
tittit,small (many objects),adjective,variant of titit
tawwaro,burden,noun,from tora
tay,black,adjective,from Semitic root tlm
tay iraz,black dress worn by women over the ordinary dress,noun phrase,
tay,sheep,noun,animal
horma tay,ram,noun phrase,
anasti tay,she-sheep,noun phrase,
tay waldi,lamb,noun phrase,
tay lat,tail of sheep,noun phrase,
tay isi,tail of sheep prepared for drinking as medicine,noun phrase,lit. butter of sheep
tiyya,arrow,noun,from Galla
tay,star,noun,from Cushitic
tiylat,tail of sheep,noun,variant of tay lat
tayyar,ready,adjective,from Arabic tayyar
tayyar asa,make ready,verb phrase,
tayyara,plane,noun,from Arabic tayyara
tizz baya,hum,verb phrase,
tizballa,May-bug,noun,insect; from Galla
-wa,and,conjunction,
wadi,promise,noun,from Arabic wa'd
wardi adamasa,annul the promise,verb phrase,
wardi abalala,not fulfill the promise,verb phrase,
wardi al-malaa,not fulfill the promise,verb phrase,
wardi tat qama,the parents of the girl accepted the pre-engagement agreement,verb phrase,
wardi tat asabu,the parents of the boy concluded the pre-engagement agreement for marriage,verb phrase,
waaxxam,and also,conjunction,
warala,spend the day,verb,
wala,spend the day,verb,
wabah,leaf of maize,noun,given to animals
wabu,acacia,noun,plant; from Cushitic
awacha,rinse sorghum grain with water to clean it,verb,
waf,sling,noun,
wagara,donkey,noun,animal
durga wagara,zebra,noun phrase,
gufur wagara,who is without restriction,noun phrase,lit. a released donkey
wadada,love,verb,from Arabic wadda
tawadada,be preferred,verb,
