harari_latin,english,category,notes
aqana-,be ashamed; be bashful; be shy,verb,from Galla qanawa
qan,shame,noun,
yaqakazal,timid; shy,adjective,
maqana,shyness,noun,
qanit,right; warp,adjective,
qanaa,be jealous; envy,verb,Semitic root
qinat,envy,noun,
qanihay,kind of red ant,noun,probably from Galla qanihir
qanqit,earwig; small handwriting,noun,
qq qq bati,cackle (hen when she stops laying eggs),verb,onomatopoeic
qaq baya,feel very hungry,verb,from stomach sound when hungry
qeqqabi,the middleman who brings together the buyer with the seller,noun,from Galla qabi
qeqqabinat,profession of the middleman,noun,
qoqqoba,small bridge,noun,from Galla qoqqoba
qoqqoballa,small bridge,noun,diminutive form
qaqalli,thin and long pieces of wood serving for the frame of the house,noun,also in Galla
geqila,mention,verb,perhaps from reduplication of Semitic root ql
ququm,crust of bread,noun,from root quqem
qar,horn,noun,Semitic root
qar,odd number,noun,probably from Galla
qar tomas aSa,pant,verb,lit. bring out an odd respiration
qara,cane of sorghum when cut and dried out,noun,from Galla
qara qara,game consisting of fighting with canes of sorghum,noun,
ganan qara,stick serving to stir the cooked dough,noun,
qara,stay away; remain behind; be absent; remain,verb,Ethiopic root
aiqara,keep back; leave behind,verb,causative
yaigri,let alone,verb,
qaru,shoulder blade,noun,perhaps from Somali qer
qaru aSa,stretch the members of the body after sleep or to feel relieved from fatigue,verb,lit. make go out the shoulder blade
qirra,incision made between the eyes (mainly by women for ornamentation),noun,
qor,attractiveness; beauty,noun,from Somali qor
qoram,beautiful; pretty,adjective,
qurra,vicinity; near; close; recent,adjective,
qurraynat,closeness,noun,
qurra-be,soon; near,adverb,
qura aSa,admire,verb,
qara'a,read; recite,verb,from Arabic qara'a
qura,breakfast,noun,from Arabic (Aden) qura
qaraif,wooden sandals for the interior of the house,noun,
quran,Koran; death commemoration after three days,noun,from Arabic quran
quran ge,school in which mainly the Koran is studied,noun,lit. place of the Koran
quran gabeta,large wooden bowl used for serving food on special occasions,noun,lit. the vessel of the Koran
quran-zo abasala,study the Koran,verb,
quran aSa,recite well the Koran or the lesson,verb,
qiraba,be presented,verb,Semitic root
aqaraba,present,verb,causative
qaraba,tweezers,noun,from Cushitic
qarib,stranger,noun,
qarbat,large pot of clay for water; (by extension) voracious,noun,from Arabic qirba
qirdadada,cut into small pieces; chop,verb,enlarged root of Semitic
qurdud,kind of small tick,noun,
qarafa,peel off; bark a tree,verb,Semitic root
qarfit,hard bark of tree; peel (of orange or banana),noun,
quruf,peeled off,adjective,
tulw qarfit,scab,noun,lit. bark of wound
qarfac,cinnamon,noun,from Arabic qirfa
qarraha,lighter (for cigarettes),noun,from Arabic (Aden) qarraha
qaraha,guard; tend; watch; protect,verb,
taqaraha,take care of oneself; be observing; beware; be careful,verb,
liqaraaha,inspect,verb,
aqabari qarhi,shepherd,noun,lit. guardian of the herd
gar qarhe,guard,noun,lit. guard of the house
yitqarahzal,cautious,adjective,
qarma,stem of wheat used for basketwork; decoration on hair made of metal used by women,noun,perhaps from Amharic qirm
qarama,prune a tree; trim the edges of the basket,verb,also in Galla
qorram,good,adjective,
qorram-be,well,adverb,
qorram xana,be good,verb,
qorama,hit the head with the knuckles,verb,
sinan-be qorama,use sharp language,verb,lit. hit with the language
qirun xana,have a smell (food) due to burning,verb,
qarni,peer; equal; equal in age,noun,from Arabic qirn
quran ge,school,noun,
qurunful,clove,noun,from Arabic qaranful
quranqur,flesh between the kidneys,noun,
qurdana aSa,tie together creditor with debtor; tie two things together,verb,
qorqodde,avaricious; stingy; closefisted; thrifty,adjective,from Galla qorqoddu
qarqaha,thick bamboo,noun,
qorqorro,corrugated iron,noun,
qurqur,resourceful (man) especially in the usage of the language,adjective,perhaps from Galla korkoru
qarira,bottle,noun,from Arabic qarira
qorara,be near,verb,secondary biradical form from Semitic qrb
qirari,glass,noun,from Arabic qarira
qorasa,take a portion of something (esp. food); break off a part of something; pay an advance in money,verb,Semitic root
qaradasa,vomit,verb,
qarasa aSa,take a part of something,verb,
qarsi,Maria Theresa thaler; dollar,noun,from Arabic qirsh
qarsi baftah,Maria Theresa thaler,noun,lit. flat thaler
qarsasam aSa,crunch,verb,
qarti,the best quality of qat,noun,from Galla qarti
aqirata,be short of; lack,verb,from Ethiopic qrt meaning cut or decide
qurti,certain; decision,noun,
taqarfa xana-b-,be short of something,verb,
qartas,talisman,noun,from Arabic qirtas (paper)
qarawan,weight,noun,also in Galla qarawa
qes,priest,noun,from Syriac
qessi,amount,noun,
-qessi,until (conj.); while,conjunction,
day qessi,how much? (in quantity),interrogative,
misa-wa haraq-zo qessi-be,according to his means,phrase,
qessi-zo mat,at least,phrase,lit. if only until
zal qessi,as much as,phrase,
qosa,joke,noun,probably from Cushitic
qosa aSa,joke,verb,
qasim,surveyor of land,noun,from Arabic qasim
qismi,share; portion,noun,from Arabic qism
qasqasa,hunting,noun,
qasqasa aSa,hunt,verb,
aqssa,despise; belittle; have contempt,verb,from Galla qisu
qisna,disdain,noun,
qosa,dough,noun,from Cushitic
aqosa,mix the dough with water,verb,
qosa arbasa,mix the dough,verb,lit. wet the dough
qosa masti,gourd serving to scoop dough and pour it on the baking pan,noun,
muqasatima,pot for dough,noun,
qusacca,who economises; who saves,adjective,from Galla qusacca
qasir,coffee made of the peel and seasoned with ginger,noun,perhaps from Arabic qisr
qusas,rubbish; dirt,noun,from Arabic qusas
qt aSa,cut with one stroke,verb,Semitic root meaning cut
qit,kind of hawk,noun,
qitte,all; every,adjective,
qitfe-,all of,adjective,
qitte ahad,each one; everyone,pronoun,
qitfe zim,everyone; everybody,pronoun,
qittam,everything,pronoun,
qat,top; high loft; a high place for which one has to reach,noun,probably from Cushitic
qutti,leaf; the dry leaf of the banana tree,noun,Ethiopic root
quiti quiti,game consisting of fighting with leaves,noun,
qutti qahwa,coffee made from the leaves,noun,
quiti qala,small room attached to the upper story where goods are stored,noun,
ingi-wa qutti,medicinal herbs,noun,lit. trees and leaves
mizin-wa quiti,the green and dry leaves of the banana stem,noun,
qataa,punish; penalize,verb,Ethiopic root
qatab aSa,remember; remind; recollect; recognize,verb,also in Galla
qatabti,remembrance,noun,
qatafa,kind of thorny bush,noun,
qetal,whip,noun,from Arabic (Aden) qaytan
qatana,be thin; be lean,verb,Semitic root
qitin,thin; lean,adjective,
qettin,syphilis,noun,
qatqata,hammer; forge,verb,Ethiopic root
qitgit baya,tremble; shiver; shudder,verb,Ethiopic root
qatar,budding plant; young man,noun,from Galla qatir
qatir goda,cut the budding plant; cut something short without letting it develop; stop the development,verb,
qatirxa yitgoti,may your development be cut (used as curse),phrase,
qatara,hire a man,verb,
aqatara,line up in a circle,verb,from Arabic qattara
qatira,join by tying or by making a knot; tie; connect,verb,Ethiopic root
alqatara,attach,verb,
qutur,knot,noun,
qatira,sleeplessness,noun,probably from Arabic
qatira hadara,spend the night without sleep,verb,
qatatu,splinters of wood,noun,from Semitic root meaning cut
qiwwa,strength,noun,from Arabic quwwa
quwwa,strength,noun,from Arabic quwwa
qalbi qiwwa,courage,noun,lit. strength of heart
qawis,kind of headcover,noun,from Arabic (Egyptian) qawis (turban)
quy,anger; anger that is not expressed,noun,
quy aSa,get angry,verb,
quyti,anger that is not expressed,noun,
qayisa,measure,verb,from Arabic qasa
zunzurti-be qayisa,measure with the span,verb,
qiyas,measure; size,noun,from Arabic qiyas
qiyas aSa,to measure,verb,
qiyas-be,approximately; according to,adverb,lit. with a measure
raa,see,verb,Semitic root
raa,show,verb,
tarau,meet one another,verb,
taraa,have intercourse,verb,lit. meet
in-be ziria,eyewitness,noun,lit. who saw with the eye
harsi araa,reveal a secret,verb,lit. show the belly
hagi ti,go away!,interjection,lit. show the back
Gnuziriti,game of hide and seek played by boys and girls,noun,
alla yiral,God is my witness,phrase,lit. God sees
ara,prepare the fresh gourd for use by rinsing it with water or pebbles,verb,
zildaroo quw,rude,adjective,lit. a gourd that one did not prepare
raedi,thunder,noun,Semitic root related to tremble
raama,massage,verb,
rata,the fourth day from today,noun,from root harat (four)
ratina,the day before before yesterday,noun,lit. fourth day ago
riba,interest on money,noun,from Arabic riba
rubw,quart,noun,from Arabic rub
arbaraba,to water; sprinkle,verb,Semitic root
aad marbab,light rain during the rainy season,noun,lit. that which waters the threshing field
riba,panic; chaos; disturbance,noun,from Arabic rab
rabsa aka,disturb,verb,
ardaa,announce the death; convey the news of the death of someone,verb,
raddan,the visit made by the women to the relatives of the dead,noun,
radiyon,radio,noun,from English radio
arafada,it is late in the morning,verb,Ethiopic root
rafad,the late hours of the morning,noun,
rafad inta,it is late,phrase,
soza rafade,late in the morning,adverb,
rafraf baya,dangle and be flabby,verb,perhaps from Arabic rafraf
rafraf gigay,shaggy hair,noun,
raga,witness; evidence,noun,from Galla raga
raga tarasha,call a witness,verb,
raganat,testimony,noun,
raga,old (man or object); elder,adjective,
raga,be old,verb,
raga saman,name of month,noun,lit. the fast of the old
ragaa,coagulate,verb,Semitic root
hay rugu,coagulated milk,noun,
ragb,return,verb,metathesis of qrgb
ragafa,fall to the ground (fruit or leaves),verb,
aragafa,make fall down (fruit or leaves); remove,verb,causative
gar araagafti,dust the walls of the house,verb,lit. remove dust from the house
argagaba,answer; return (tr.); reply; bring back; give back; put back,verb,causative stem with metathesis
urus argageba,restore the hair into shape in the morning,verb,
margagib,entrance,noun,
ragata,stamp; kick,verb,Ethiopic root
raggata,hair that is neither coarse nor sleek,noun,perhaps meaning stamped down
aragaza,settle (lees); settle down; be settled down,verb,
taragaza,lean upon; lean back; rely upon,verb,
atragaza,support,verb,
roga,steal,verb,probably related to Ethiopic root
rogi,thief,noun,
bun rogi,middle finger,noun,lit. the thief of the coffee
duwa roga,deserve blessing; get blessings,verb,lit. steal the blessing
mitroga-be,secretly; stealthily,adverb,
